domain,instance,index,generated,expanded,reopened,cost,g1,h1,g2,h2,g3,h3,oprimal_cost,w,is-W-opt
VacuumRobot,33,5,32896,18977,15975,556.0,556,391.0,236.0,222.0,247.0,215.0,544.0,0.2,false
VacuumRobot,33,6,21789,12510,3364,553.0,553,391.0,20.0,381.0,21.0,380.0,544.0,0.2,false
VacuumRobot,33,7,1987,1198,231,549.0,549,391.0,527.0,18.0,533.0,14.0,544.0,0.2,false
VacuumRobot,33,8,28084,16846,773,544.0,544,391.0,530.0,13.0,530.0,13.0,544.0,0.2,false
VacuumRobot,34,1,13035,7874,4339,957.0,957,544.0,1.0,543.0,2.0,542.0,696.0,0.2,true
VacuumRobot,34,2,247,149,78,941.0,941,544.0,921.0,12.0,924.0,11.0,696.0,0.2,true
VacuumRobot,34,3,38381,22986,16759,786.0,786,544.0,255.0,337.0,251.0,339.0,696.0,0.2,false
VacuumRobot,34,4,51067,30297,27963,734.0,734,544.0,598.0,120.0,600.0,120.0,696.0,0.2,false
VacuumRobot,34,5,4980,2981,2515,724.0,724,544.0,537.0,131.0,530.0,136.0,696.0,0.2,false
VacuumRobot,34,6,48835,28799,25629,714.0,714,544.0,484.0,180.0,476.0,186.0,696.0,0.2,false
VacuumRobot,34,7,3966,2256,1408,704.0,704,544.0,694.0,14.0,695.0,13.0,696.0,0.2,false
VacuumRobot,34,8,771,426,337,696.0,696,544.0,684.0,14.0,685.0,13.0,696.0,0.2,false
VacuumRobot,35,1,7484,4538,975,744.0,744,427.0,1.0,426.0,2.0,425.0,603.0,0.2,true
VacuumRobot,35,2,7848,4591,742,639.0,639,427.0,721.0,11.0,709.0,19.0,603.0,0.2,false
VacuumRobot,35,3,2313,1351,1037,625.0,625,427.0,518.0,81.0,519.0,80.0,603.0,0.2,false
VacuumRobot,35,4,21306,12524,3058,609.0,609,427.0,20.0,435.0,20.0,435.0,603.0,0.2,false
VacuumRobot,35,5,45194,26546,3162,605.0,605,427.0,457.0,110.0,458.0,109.0,603.0,0.2,false
VacuumRobot,35,6,15390,9043,378,603.0,603,427.0,114.0,443.0,114.0,443.0,603.0,0.2,false
VacuumRobot,36,1,2063,1144,129,571.0,571,371.0,1.0,370.0,2.0,369.0,525.0,0.2,false
VacuumRobot,36,2,414,242,25,557.0,557,371.0,489.0,38.0,484.0,41.0,525.0,0.2,false
VacuumRobot,36,3,1031,604,359,553.0,553,371.0,534.0,13.0,515.0,24.0,525.0,0.2,false
VacuumRobot,36,4,6823,3948,2904,535.0,535,371.0,455.0,62.0,456.0,61.0,525.0,0.2,false
VacuumRobot,36,5,9122,5405,1623,531.0,531,371.0,458.0,53.0,462.0,51.0,525.0,0.2,false
VacuumRobot,36,6,817,472,474,527.0,527,371.0,408.0,77.0,409.0,76.0,525.0,0.2,false
VacuumRobot,36,7,3048,1801,807,525.0,525,371.0,437.0,56.0,430.0,61.0,525.0,0.2,false
VacuumRobot,37,1,3572,2021,573,633.0,633,427.0,1.0,426.0,2.0,425.0,509.0,0.2,true
VacuumRobot,37,2,5232,3069,2039,549.0,549,427.0,287.0,202.0,288.0,203.0,509.0,0.2,false
VacuumRobot,37,3,7266,4230,3394,531.0,531,427.0,523.0,16.0,522.0,17.0,509.0,0.2,false
VacuumRobot,37,4,543,289,166,515.0,515,427.0,504.0,17.0,498.0,21.0,509.0,0.2,false
VacuumRobot,37,5,3224,1846,383,513.0,513,427.0,491.0,16.0,485.0,20.0,509.0,0.2,false
VacuumRobot,37,6,12259,7242,3210,511.0,511,427.0,48.0,389.0,10.0,421.0,509.0,0.2,false
VacuumRobot,37,7,6176,3593,1345,509.0,509,427.0,426.0,73.0,427.0,72.0,509.0,0.2,false
VacuumRobot,38,1,4631,2717,804,708.0,708,452.0,1.0,451.0,2.0,450.0,616.0,0.2,false
VacuumRobot,38,2,23908,14168,12334,688.0,688,452.0,556.0,44.0,558.0,44.0,616.0,0.2,false
VacuumRobot,38,3,37759,22297,21011,664.0,664,452.0,420.0,150.0,421.0,149.0,616.0,0.2,false
VacuumRobot,38,4,74702,44491,42503,646.0,646,452.0,361.0,191.0,362.0,190.0,616.0,0.2,false
VacuumRobot,38,5,108147,64159,60061,624.0,624,452.0,259.0,259.0,264.0,256.0,616.0,0.2,false
VacuumRobot,38,6,58971,35189,30141,616.0,616,452.0,306.0,204.0,294.0,212.0,616.0,0.2,false
VacuumRobot,39,1,34688,20521,9069,896.0,896,434.0,1.0,433.0,2.0,434.0,664.0,0.2,true
VacuumRobot,39,2,21138,12372,5166,692.0,692,434.0,37.0,437.0,35.0,439.0,664.0,0.2,false
VacuumRobot,39,3,37875,22278,4873,664.0,664,434.0,62.0,472.0,68.0,468.0,664.0,0.2,false
VacuumRobot,40,1,3401,1955,496,694.0,694,442.0,1.0,441.0,2.0,440.0,604.0,0.2,false
VacuumRobot,40,2,5486,3154,1398,618.0,618,442.0,14.0,428.0,15.0,427.0,604.0,0.2,false
VacuumRobot,40,3,28599,16782,2625,604.0,604,442.0,13.0,453.0,13.0,453.0,604.0,0.2,false
VacuumRobot,41,1,14959,8650,4290,857.0,857,439.0,1.0,438.0,2.0,437.0,647.0,0.2,true
VacuumRobot,41,2,243,138,70,813.0,813,439.0,766.0,33.0,755.0,38.0,647.0,0.2,true
VacuumRobot,41,3,31969,18698,9383,709.0,709,439.0,4.0,435.0,6.0,435.0,647.0,0.2,false
VacuumRobot,41,4,47861,28301,14404,693.0,693,439.0,557.0,92.0,558.0,91.0,647.0,0.2,false
VacuumRobot,41,5,51908,30804,22007,685.0,685,439.0,654.0,29.0,628.0,49.0,647.0,0.2,false
