InstanceID,h,opt
1,161.0,169.0,
1,162.0,170.0,
1,163.0,171.0,
1,164.0,172.0,
1,165.0,173.0,
1,166.0,174.0,
1,167.0,175.0,
1,168.0,176.0,
1,169.0,177.0,
1,170.0,178.0,
1,171.0,179.0,
1,172.0,180.0,
1,173.0,179.0,
1,174.0,180.0,
1,175.0,181.0,
1,176.0,182.0,
1,177.0,185.0,
1,178.0,186.0,
1,179.0,187.0,
1,180.0,188.0,
1,181.0,189.0,
1,182.0,188.0,
1,183.0,189.0,
1,184.0,188.0,
1,185.0,187.0,
1,186.0,186.0,
1,187.0,187.0,
1,188.0,188.0,
1,189.0,193.0,
1,190.0,192.0,
1,191.0,191.0,
1,192.0,192.0,
1,193.0,193.0,
1,194.0,194.0,
1,195.0,195.0,
1,196.0,196.0,
1,197.0,197.0,
1,198.0,198.0,
1,199.0,199.0,
1,200.0,200.0,
1,201.0,203.0,
1,202.0,202.0,
1,203.0,203.0,
1,204.0,204.0,
1,205.0,205.0,
1,206.0,206.0,
1,207.0,207.0,
1,208.0,208.0,
1,209.0,209.0,
1,210.0,210.0,
1,211.0,211.0,
1,212.0,212.0,
1,213.0,213.0,
1,214.0,214.0,
1,215.0,215.0,
1,216.0,220.0,
1,217.0,221.0,
1,218.0,222.0,
1,219.0,223.0,
1,220.0,224.0,
1,221.0,223.0,
1,222.0,222.0,
1,223.0,223.0,
1,224.0,232.0,
1,225.0,231.0,
1,226.0,230.0,
1,227.0,229.0,
1,228.0,228.0,
1,229.0,245.0,
1,230.0,244.0,
1,231.0,243.0,
1,232.0,244.0,
1,233.0,245.0,
1,234.0,246.0,
1,235.0,247.0,
1,236.0,246.0,
1,237.0,245.0,
1,238.0,246.0,
1,239.0,247.0,
1,240.0,248.0,
1,241.0,251.0,
1,242.0,250.0,
1,243.0,249.0,
1,244.0,362.0,
1,245.0,361.0,
1,246.0,360.0,
1,247.0,359.0,
1,248.0,358.0,
1,249.0,357.0,
1,250.0,358.0,
1,251.0,359.0,
1,252.0,358.0,
1,253.0,357.0,
1,254.0,358.0,
1,255.0,357.0,
1,256.0,364.0,
1,257.0,365.0,
1,258.0,366.0,
1,259.0,367.0,
1,260.0,368.0,
1,261.0,369.0,
1,262.0,370.0,
1,263.0,371.0,
1,264.0,372.0,
1,265.0,373.0,
1,266.0,374.0,
1,267.0,373.0,
1,268.0,372.0,
1,269.0,417.0,
1,270.0,418.0,
1,271.0,421.0,
1,272.0,422.0,
1,273.0,423.0,
1,274.0,424.0,
1,275.0,425.0,
1,276.0,426.0,
1,277.0,427.0,
1,278.0,428.0,
1,279.0,427.0,
1,280.0,426.0,
1,281.0,425.0,
1,282.0,424.0,
1,283.0,423.0,
1,284.0,422.0,
1,285.0,421.0,
1,286.0,422.0,
1,287.0,423.0,
1,288.0,430.0,
1,289.0,431.0,
1,290.0,432.0,
1,291.0,459.0,
1,292.0,458.0,
1,293.0,457.0,
1,294.0,456.0,
1,295.0,455.0,
1,296.0,454.0,
1,297.0,453.0,
1,298.0,454.0,
1,299.0,455.0,
1,300.0,456.0,
1,301.0,457.0,
1,302.0,458.0,
1,303.0,457.0,
1,304.0,456.0,
1,305.0,455.0,
1,306.0,456.0,
1,307.0,455.0,
1,308.0,454.0,
1,309.0,453.0,
1,310.0,454.0,
1,311.0,453.0,
1,312.0,454.0,
1,313.0,455.0,
1,314.0,458.0,
1,315.0,459.0,
1,316.0,462.0,
1,317.0,461.0,
1,318.0,460.0,
1,319.0,459.0,
1,320.0,458.0,
1,321.0,457.0,
1,322.0,456.0,
1,323.0,455.0,
1,324.0,454.0,
1,325.0,453.0,
1,326.0,452.0,
1,327.0,451.0,
1,328.0,450.0,
1,329.0,449.0,
1,330.0,448.0,
1,331.0,447.0,
1,332.0,446.0,
1,333.0,445.0,
1,334.0,444.0,
1,335.0,443.0,
1,336.0,442.0,
1,337.0,441.0,
1,338.0,440.0,
1,339.0,439.0,
1,340.0,438.0,
1,341.0,437.0,
1,342.0,436.0,
1,343.0,435.0,
1,344.0,434.0,
1,345.0,435.0,
1,346.0,436.0,
1,347.0,437.0,
1,348.0,438.0,
1,349.0,439.0,
1,350.0,440.0,
1,351.0,441.0,
1,352.0,442.0,
1,353.0,443.0,
1,354.0,444.0,
1,355.0,445.0,
1,356.0,446.0,
1,357.0,447.0,
1,358.0,448.0,
1,359.0,449.0,
1,360.0,450.0,
1,361.0,451.0,
1,362.0,452.0,
1,363.0,453.0,
1,364.0,454.0,
1,365.0,455.0,
1,366.0,456.0,
1,367.0,457.0,
1,368.0,458.0,
1,369.0,459.0,
1,370.0,460.0,
1,371.0,461.0,
1,372.0,462.0,
1,373.0,463.0,
1,374.0,464.0,
1,375.0,465.0,
1,376.0,466.0,
1,377.0,467.0,
1,378.0,468.0,
1,379.0,469.0,
1,380.0,470.0,
1,381.0,471.0,
1,382.0,472.0,
1,383.0,473.0,
1,384.0,474.0,
1,385.0,475.0,
1,386.0,476.0,
1,387.0,477.0,
1,388.0,478.0,
1,389.0,479.0,
1,390.0,480.0,
1,391.0,481.0,
1,392.0,482.0,
1,393.0,483.0,
1,394.0,484.0,
2,1.0,1.0,
2,2.0,2.0,
2,3.0,3.0,
2,4.0,4.0,
2,5.0,5.0,
2,6.0,6.0,
2,7.0,7.0,
2,8.0,8.0,
2,9.0,9.0,
2,10.0,10.0,
2,11.0,11.0,
2,12.0,12.0,
2,13.0,13.0,
2,14.0,14.0,
2,15.0,15.0,
2,16.0,16.0,
2,17.0,17.0,
2,18.0,18.0,
2,19.0,19.0,
2,20.0,20.0,
2,21.0,21.0,
2,22.0,22.0,
2,23.0,23.0,
2,24.0,24.0,
2,25.0,25.0,
2,26.0,26.0,
2,27.0,27.0,
2,28.0,28.0,
2,29.0,29.0,
2,30.0,30.0,
2,31.0,31.0,
2,32.0,32.0,
2,33.0,33.0,
2,34.0,34.0,
2,35.0,35.0,
2,36.0,36.0,
2,37.0,37.0,
2,38.0,38.0,
2,39.0,39.0,
2,40.0,40.0,
2,41.0,41.0,
2,42.0,42.0,
2,43.0,43.0,
2,44.0,44.0,
2,45.0,45.0,
2,46.0,46.0,
2,47.0,47.0,
2,48.0,48.0,
2,49.0,49.0,
2,50.0,50.0,
2,51.0,51.0,
2,52.0,52.0,
2,53.0,53.0,
2,54.0,54.0,
2,55.0,55.0,
2,56.0,56.0,
2,57.0,57.0,
2,58.0,58.0,
2,59.0,59.0,
2,60.0,60.0,
2,61.0,61.0,
2,62.0,62.0,
2,63.0,63.0,
2,64.0,64.0,
2,65.0,65.0,
2,66.0,66.0,
2,67.0,67.0,
2,68.0,68.0,
2,69.0,69.0,
2,70.0,70.0,
2,71.0,71.0,
2,72.0,72.0,
2,73.0,73.0,
2,74.0,74.0,
2,75.0,75.0,
2,76.0,76.0,
2,77.0,79.0,
2,78.0,80.0,
2,79.0,81.0,
2,80.0,82.0,
2,81.0,83.0,
2,82.0,82.0,
2,83.0,83.0,
2,84.0,84.0,
2,85.0,93.0,
2,86.0,94.0,
2,87.0,95.0,
2,88.0,96.0,
2,89.0,97.0,
2,90.0,98.0,
2,91.0,97.0,
2,92.0,96.0,
2,93.0,97.0,
2,94.0,102.0,
2,95.0,103.0,
2,96.0,104.0,
2,97.0,103.0,
2,98.0,102.0,
2,99.0,103.0,
2,100.0,104.0,
2,101.0,109.0,
2,102.0,108.0,
2,103.0,107.0,
2,104.0,106.0,
2,105.0,107.0,
2,106.0,108.0,
2,107.0,109.0,
2,108.0,108.0,
2,109.0,109.0,
2,110.0,110.0,
2,111.0,111.0,
2,112.0,134.0,
2,113.0,133.0,
2,114.0,132.0,
2,115.0,133.0,
2,116.0,134.0,
2,117.0,133.0,
2,118.0,134.0,
2,119.0,135.0,
2,120.0,136.0,
2,121.0,137.0,
2,122.0,138.0,
2,123.0,141.0,
2,124.0,140.0,
2,125.0,141.0,
2,126.0,142.0,
2,127.0,141.0,
2,128.0,140.0,
2,129.0,139.0,
2,130.0,138.0,
2,131.0,139.0,
2,132.0,140.0,
2,133.0,141.0,
2,134.0,142.0,
2,135.0,141.0,
2,136.0,142.0,
2,137.0,141.0,
2,138.0,142.0,
2,139.0,143.0,
2,140.0,146.0,
2,141.0,147.0,
2,142.0,154.0,
2,143.0,155.0,
2,144.0,156.0,
2,145.0,155.0,
2,146.0,154.0,
2,147.0,155.0,
2,148.0,154.0,
2,149.0,161.0,
2,150.0,160.0,
2,151.0,159.0,
2,152.0,158.0,
2,153.0,159.0,
2,154.0,166.0,
2,155.0,167.0,
2,156.0,166.0,
2,157.0,165.0,
2,158.0,166.0,
2,159.0,165.0,
2,160.0,172.0,
2,161.0,171.0,
2,162.0,170.0,
2,163.0,169.0,
2,164.0,168.0,
2,165.0,167.0,
2,166.0,166.0,
2,167.0,167.0,
2,168.0,168.0,
2,169.0,169.0,
2,170.0,170.0,
2,171.0,171.0,
2,172.0,172.0,
2,173.0,173.0,
2,174.0,174.0,
2,175.0,175.0,
2,176.0,176.0,
2,177.0,177.0,
2,178.0,178.0,
2,179.0,779.0,
2,180.0,778.0,
2,181.0,777.0,
2,182.0,776.0,
2,183.0,775.0,
2,184.0,774.0,
2,185.0,773.0,
2,186.0,772.0,
2,187.0,771.0,
2,188.0,770.0,
2,189.0,769.0,
2,190.0,768.0,
2,191.0,767.0,
2,192.0,766.0,
2,193.0,765.0,
2,194.0,764.0,
2,195.0,763.0,
2,196.0,762.0,
2,197.0,761.0,
2,198.0,760.0,
2,199.0,759.0,
2,200.0,758.0,
2,201.0,757.0,
2,202.0,756.0,
2,203.0,755.0,
2,204.0,754.0,
2,205.0,753.0,
2,206.0,752.0,
2,207.0,751.0,
2,208.0,750.0,
2,209.0,749.0,
2,210.0,748.0,
2,211.0,747.0,
2,212.0,746.0,
2,213.0,745.0,
2,214.0,744.0,
2,215.0,743.0,
2,216.0,742.0,
2,217.0,741.0,
2,218.0,740.0,
2,219.0,739.0,
2,220.0,738.0,
2,221.0,737.0,
2,222.0,736.0,
2,223.0,735.0,
2,224.0,734.0,
2,225.0,733.0,
2,226.0,732.0,
2,227.0,731.0,
2,228.0,730.0,
2,229.0,729.0,
2,230.0,728.0,
2,231.0,727.0,
2,232.0,726.0,
2,233.0,725.0,
2,234.0,724.0,
2,235.0,723.0,
2,236.0,722.0,
2,237.0,721.0,
2,238.0,720.0,
2,239.0,719.0,
2,240.0,718.0,
2,241.0,717.0,
2,242.0,716.0,
2,243.0,715.0,
2,244.0,714.0,
2,245.0,713.0,
2,246.0,712.0,
2,247.0,711.0,
2,248.0,710.0,
2,249.0,709.0,
2,250.0,708.0,
2,251.0,707.0,
2,252.0,706.0,
2,253.0,705.0,
2,254.0,704.0,
2,255.0,703.0,
2,256.0,702.0,
2,257.0,701.0,
2,258.0,700.0,
2,259.0,699.0,
2,260.0,698.0,
2,261.0,697.0,
2,262.0,696.0,
2,263.0,695.0,
2,264.0,694.0,
2,265.0,693.0,
2,266.0,692.0,
2,267.0,691.0,
2,268.0,690.0,
2,269.0,689.0,
2,270.0,688.0,
2,271.0,687.0,
2,272.0,686.0,
2,273.0,685.0,
2,274.0,684.0,
2,275.0,683.0,
2,276.0,682.0,
2,277.0,681.0,
2,278.0,680.0,
2,279.0,679.0,
2,280.0,678.0,
2,281.0,677.0,
2,282.0,676.0,
2,283.0,675.0,
2,284.0,674.0,
2,285.0,673.0,
2,286.0,672.0,
2,287.0,671.0,
2,288.0,670.0,
2,289.0,669.0,
2,290.0,668.0,
2,291.0,667.0,
2,292.0,666.0,
2,293.0,665.0,
2,294.0,664.0,
2,295.0,663.0,
2,296.0,662.0,
2,297.0,661.0,
2,298.0,660.0,
2,299.0,659.0,
2,300.0,658.0,
2,301.0,657.0,
2,302.0,656.0,
2,303.0,655.0,
2,304.0,654.0,
2,305.0,653.0,
2,306.0,652.0,
2,307.0,651.0,
2,308.0,650.0,
2,309.0,649.0,
2,310.0,648.0,
2,311.0,647.0,
2,312.0,646.0,
2,313.0,645.0,
2,314.0,644.0,
2,315.0,643.0,
2,316.0,642.0,
2,317.0,641.0,
2,318.0,640.0,
2,319.0,639.0,
2,320.0,638.0,
2,321.0,637.0,
2,322.0,636.0,
2,323.0,635.0,
2,324.0,634.0,
2,325.0,633.0,
2,326.0,632.0,
2,327.0,631.0,
2,328.0,630.0,
2,329.0,629.0,
2,330.0,628.0,
2,331.0,627.0,
2,332.0,626.0,
2,333.0,625.0,
2,334.0,624.0,
2,335.0,623.0,
2,336.0,622.0,
2,337.0,621.0,
2,338.0,620.0,
2,339.0,619.0,
2,340.0,618.0,
2,341.0,617.0,
2,342.0,616.0,
2,343.0,615.0,
2,344.0,614.0,
2,345.0,613.0,
2,346.0,612.0,
2,347.0,611.0,
2,348.0,610.0,
2,349.0,609.0,
2,350.0,606.0,
2,351.0,605.0,
2,352.0,604.0,
2,353.0,603.0,
2,354.0,602.0,
2,355.0,601.0,
2,356.0,600.0,
2,357.0,599.0,
2,358.0,598.0,
2,359.0,597.0,
2,360.0,596.0,
2,361.0,595.0,
2,362.0,594.0,
2,363.0,593.0,
2,364.0,592.0,
2,365.0,591.0,
2,366.0,590.0,
2,367.0,589.0,
2,368.0,588.0,
2,369.0,587.0,
2,370.0,586.0,
2,371.0,585.0,
2,372.0,584.0,
2,373.0,583.0,
2,374.0,582.0,
2,375.0,581.0,
2,376.0,580.0,
2,377.0,579.0,
2,378.0,578.0,
2,379.0,577.0,
2,380.0,576.0,
2,381.0,575.0,
2,382.0,574.0,
2,383.0,573.0,
2,384.0,572.0,
2,385.0,571.0,
2,386.0,570.0,
2,387.0,571.0,
2,388.0,572.0,
2,389.0,573.0,
2,390.0,572.0,
2,391.0,575.0,
2,392.0,574.0,
2,393.0,567.0,
2,394.0,576.0,
2,395.0,561.0,
2,396.0,560.0,
2,397.0,573.0,
2,398.0,560.0,
2,399.0,561.0,
2,400.0,564.0,
2,401.0,557.0,
2,402.0,566.0,
2,403.0,561.0,
2,404.0,568.0,
2,405.0,559.0,
2,406.0,566.0,
2,407.0,555.0,
2,408.0,562.0,
2,409.0,559.0,
2,410.0,554.0,
2,411.0,563.0,
2,412.0,554.0,
2,413.0,555.0,
2,414.0,548.0,
2,415.0,545.0,
2,416.0,554.0,
2,417.0,549.0,
2,418.0,552.0,
2,419.0,553.0,
2,420.0,552.0,
2,421.0,553.0,
2,422.0,546.0,
2,423.0,549.0,
2,424.0,544.0,
2,425.0,543.0,
2,426.0,544.0,
2,427.0,547.0,
2,428.0,548.0,
2,429.0,549.0,
2,430.0,550.0,
2,431.0,549.0,
2,432.0,554.0,
2,433.0,555.0,
2,434.0,552.0,
2,435.0,553.0,
2,436.0,554.0,
2,437.0,555.0,
2,438.0,556.0,
2,439.0,557.0,
2,440.0,558.0,
2,441.0,559.0,
2,442.0,560.0,
2,443.0,561.0,
2,444.0,562.0,
2,445.0,563.0,
2,446.0,564.0,
2,447.0,565.0,
2,448.0,566.0,
2,449.0,567.0,
2,450.0,568.0,
2,451.0,569.0,
2,452.0,570.0,
2,453.0,571.0,
2,454.0,572.0,
2,455.0,573.0,
2,456.0,574.0,
2,457.0,575.0,
2,458.0,576.0,
2,459.0,577.0,
2,460.0,578.0,
2,461.0,579.0,
2,462.0,580.0,
2,463.0,581.0,
2,464.0,582.0,
2,465.0,583.0,
2,466.0,584.0,
2,467.0,585.0,
2,468.0,586.0,
2,469.0,587.0,
2,470.0,588.0,
2,471.0,589.0,
2,472.0,590.0,
2,473.0,591.0,
2,474.0,592.0,
2,475.0,593.0,
2,476.0,594.0,
2,477.0,595.0,
2,478.0,596.0,
2,479.0,597.0,
2,480.0,598.0,
2,481.0,599.0,
2,482.0,600.0,
3,1.0,1.0,
3,2.0,2.0,
3,3.0,3.0,
3,4.0,4.0,
3,5.0,5.0,
3,6.0,6.0,
3,7.0,7.0,
3,8.0,8.0,
3,9.0,9.0,
3,10.0,10.0,
3,11.0,15.0,
3,12.0,16.0,
3,13.0,17.0,
3,14.0,18.0,
3,15.0,19.0,
3,16.0,20.0,
3,17.0,21.0,
3,18.0,22.0,
3,19.0,23.0,
3,20.0,24.0,
3,21.0,25.0,
3,22.0,30.0,
3,23.0,31.0,
3,24.0,32.0,
3,25.0,33.0,
3,26.0,34.0,
3,27.0,35.0,
3,28.0,36.0,
3,29.0,37.0,
3,30.0,38.0,
3,31.0,39.0,
3,32.0,40.0,
3,33.0,41.0,
3,34.0,42.0,
3,35.0,43.0,
3,36.0,44.0,
3,37.0,45.0,
3,38.0,46.0,
3,39.0,47.0,
3,40.0,48.0,
3,41.0,49.0,
3,42.0,50.0,
3,43.0,51.0,
3,44.0,52.0,
3,45.0,53.0,
3,46.0,54.0,
3,47.0,55.0,
3,48.0,56.0,
3,49.0,57.0,
3,50.0,58.0,
3,51.0,59.0,
3,52.0,60.0,
3,53.0,61.0,
3,54.0,62.0,
3,55.0,63.0,
3,56.0,64.0,
3,57.0,65.0,
3,58.0,66.0,
3,59.0,67.0,
3,60.0,68.0,
3,61.0,69.0,
3,62.0,70.0,
3,63.0,71.0,
3,64.0,72.0,
3,65.0,73.0,
3,66.0,74.0,
3,67.0,75.0,
3,68.0,76.0,
3,69.0,77.0,
3,70.0,78.0,
3,71.0,79.0,
3,72.0,80.0,
3,73.0,81.0,
3,74.0,82.0,
3,75.0,83.0,
3,76.0,84.0,
3,77.0,85.0,
3,78.0,86.0,
3,79.0,87.0,
3,80.0,88.0,
3,81.0,89.0,
3,82.0,90.0,
3,83.0,91.0,
3,84.0,92.0,
3,85.0,93.0,
3,86.0,94.0,
3,87.0,95.0,
3,88.0,96.0,
3,89.0,97.0,
3,90.0,98.0,
3,91.0,99.0,
3,92.0,100.0,
3,93.0,101.0,
3,94.0,102.0,
3,95.0,103.0,
3,96.0,104.0,
3,97.0,105.0,
3,98.0,106.0,
3,99.0,107.0,
3,100.0,108.0,
3,101.0,109.0,
3,102.0,110.0,
3,103.0,111.0,
3,104.0,112.0,
3,105.0,113.0,
3,106.0,114.0,
3,107.0,115.0,
3,108.0,116.0,
3,109.0,117.0,
3,110.0,118.0,
3,111.0,119.0,
3,112.0,120.0,
3,113.0,121.0,
3,114.0,122.0,
3,115.0,123.0,
3,116.0,124.0,
3,117.0,125.0,
3,118.0,126.0,
3,119.0,127.0,
3,120.0,128.0,
3,121.0,129.0,
3,122.0,130.0,
3,123.0,131.0,
3,124.0,132.0,
3,125.0,133.0,
3,126.0,134.0,
3,127.0,135.0,
3,128.0,136.0,
3,129.0,137.0,
3,130.0,138.0,
3,131.0,139.0,
3,132.0,140.0,
3,133.0,141.0,
3,134.0,142.0,
3,135.0,143.0,
3,136.0,144.0,
3,137.0,145.0,
3,138.0,146.0,
3,139.0,147.0,
3,140.0,148.0,
3,141.0,149.0,
3,142.0,148.0,
3,143.0,147.0,
3,144.0,148.0,
3,145.0,149.0,
3,146.0,150.0,
3,147.0,151.0,
3,148.0,152.0,
3,149.0,157.0,
3,150.0,156.0,
3,151.0,157.0,
3,152.0,156.0,
3,153.0,157.0,
3,154.0,158.0,
3,155.0,159.0,
3,156.0,160.0,
3,157.0,161.0,
3,158.0,162.0,
3,159.0,163.0,
3,160.0,164.0,
3,161.0,165.0,
3,162.0,166.0,
3,163.0,167.0,
3,164.0,168.0,
3,165.0,169.0,
3,166.0,170.0,
3,167.0,171.0,
3,168.0,172.0,
3,169.0,173.0,
3,170.0,176.0,
3,171.0,177.0,
3,172.0,178.0,
3,173.0,179.0,
3,174.0,180.0,
3,175.0,179.0,
3,176.0,180.0,
3,177.0,181.0,
3,178.0,190.0,
3,179.0,191.0,
3,180.0,192.0,
3,181.0,193.0,
3,182.0,194.0,
3,183.0,195.0,
3,184.0,194.0,
3,185.0,193.0,
3,186.0,194.0,
3,187.0,199.0,
3,188.0,200.0,
3,189.0,201.0,
3,190.0,200.0,
3,191.0,199.0,
3,192.0,200.0,
3,193.0,201.0,
3,194.0,206.0,
3,195.0,205.0,
3,196.0,204.0,
3,197.0,203.0,
3,198.0,204.0,
3,199.0,205.0,
3,200.0,206.0,
3,201.0,205.0,
3,202.0,206.0,
3,203.0,207.0,
3,204.0,208.0,
3,205.0,231.0,
3,206.0,230.0,
3,207.0,229.0,
3,208.0,230.0,
3,209.0,231.0,
3,210.0,230.0,
3,211.0,231.0,
3,212.0,232.0,
3,213.0,233.0,
3,214.0,234.0,
3,215.0,235.0,
3,216.0,238.0,
3,217.0,237.0,
3,218.0,238.0,
3,219.0,239.0,
3,220.0,238.0,
3,221.0,237.0,
3,222.0,236.0,
3,223.0,235.0,
3,224.0,236.0,
3,225.0,237.0,
3,226.0,238.0,
3,227.0,239.0,
3,228.0,238.0,
3,229.0,239.0,
3,230.0,238.0,
3,231.0,239.0,
3,232.0,240.0,
3,233.0,243.0,
3,234.0,244.0,
3,235.0,251.0,
3,236.0,252.0,
3,237.0,253.0,
3,238.0,252.0,
3,239.0,251.0,
3,240.0,252.0,
3,241.0,251.0,
3,242.0,258.0,
3,243.0,257.0,
3,244.0,256.0,
3,245.0,255.0,
3,246.0,256.0,
3,247.0,263.0,
3,248.0,264.0,
3,249.0,263.0,
3,250.0,262.0,
3,251.0,263.0,
3,252.0,262.0,
3,253.0,269.0,
3,254.0,268.0,
3,255.0,267.0,
3,256.0,266.0,
3,257.0,265.0,
3,258.0,876.0,
3,259.0,875.0,
3,260.0,874.0,
3,261.0,873.0,
3,262.0,872.0,
3,263.0,871.0,
3,264.0,870.0,
3,265.0,869.0,
3,266.0,868.0,
3,267.0,867.0,
3,268.0,866.0,
3,269.0,865.0,
3,270.0,864.0,
3,271.0,863.0,
3,272.0,862.0,
3,273.0,861.0,
3,274.0,860.0,
3,275.0,859.0,
3,276.0,858.0,
3,277.0,857.0,
3,278.0,856.0,
3,279.0,855.0,
3,280.0,854.0,
3,281.0,853.0,
3,282.0,852.0,
3,283.0,851.0,
3,284.0,850.0,
3,285.0,849.0,
3,286.0,848.0,
3,287.0,847.0,
3,288.0,846.0,
3,289.0,845.0,
3,290.0,844.0,
3,291.0,843.0,
3,292.0,842.0,
3,293.0,841.0,
3,294.0,840.0,
3,295.0,839.0,
3,296.0,838.0,
3,297.0,837.0,
3,298.0,836.0,
3,299.0,835.0,
3,300.0,834.0,
3,301.0,833.0,
3,302.0,832.0,
3,303.0,831.0,
3,304.0,830.0,
3,305.0,829.0,
3,306.0,828.0,
3,307.0,827.0,
3,308.0,826.0,
3,309.0,825.0,
3,310.0,824.0,
3,311.0,823.0,
3,312.0,822.0,
3,313.0,821.0,
3,314.0,820.0,
3,315.0,819.0,
3,316.0,818.0,
3,317.0,817.0,
3,318.0,816.0,
3,319.0,815.0,
3,320.0,814.0,
3,321.0,813.0,
3,322.0,812.0,
3,323.0,811.0,
3,324.0,810.0,
3,325.0,809.0,
3,326.0,808.0,
3,327.0,807.0,
3,328.0,806.0,
3,329.0,805.0,
3,330.0,804.0,
3,331.0,803.0,
3,332.0,802.0,
3,333.0,801.0,
3,334.0,800.0,
3,335.0,799.0,
3,336.0,798.0,
3,337.0,797.0,
3,338.0,796.0,
3,339.0,795.0,
3,340.0,794.0,
3,341.0,793.0,
3,342.0,792.0,
3,343.0,791.0,
3,344.0,790.0,
3,345.0,789.0,
3,346.0,788.0,
3,347.0,787.0,
3,348.0,786.0,
3,349.0,785.0,
3,350.0,784.0,
3,351.0,783.0,
3,352.0,782.0,
3,353.0,781.0,
3,354.0,780.0,
3,355.0,779.0,
3,356.0,778.0,
3,357.0,777.0,
3,358.0,776.0,
3,359.0,775.0,
3,360.0,774.0,
3,361.0,773.0,
3,362.0,772.0,
3,363.0,771.0,
3,364.0,770.0,
3,365.0,769.0,
3,366.0,768.0,
3,367.0,767.0,
3,368.0,768.0,
3,369.0,771.0,
3,370.0,764.0,
3,371.0,957.0,
3,372.0,958.0,
3,373.0,945.0,
3,374.0,954.0,
3,375.0,967.0,
3,376.0,760.0,
3,377.0,949.0,
3,378.0,766.0,
3,379.0,949.0,
3,380.0,758.0,
3,381.0,953.0,
3,382.0,954.0,
3,383.0,787.0,
3,384.0,752.0,
3,385.0,763.0,
3,386.0,754.0,
3,387.0,957.0,
3,388.0,752.0,
3,389.0,749.0,
3,390.0,784.0,
3,391.0,963.0,
3,392.0,964.0,
3,393.0,749.0,
3,394.0,750.0,
